c0,p0,p1,p2,p3,FOM,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
roibin_blosc.json,4,4,4,1,-18.0007,2481.588221549988,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,2,2,4,1,-10.8893,2497.7236864566803,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,2,4,4,1,-15.7506,2539.3048486709595,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,1,4,4,1,-18.0007,2539.6617093086243,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,1,3,4,1,-9.85511,2543.050507068634,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,56,4,4,1,-15.0775,2555.6720864772797,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,56,1,4,1,-17.466,2602.02401804924,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,59,3,4,1,-10.0804,2602.7367165088654,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,57,4,4,1,-15.8925,2605.2635340690613,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,59,2,4,1,-9.00033,2614.7792086601257,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,59,1,3,1,-15.0775,2664.8924407958984,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,41,4,4,4,-6.23345,2666.2005739212036,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,44,4,4,1,-15.0775,2669.2763261795044,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,46,4,4,1,-17.2948,2676.146966934204,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,45,1,4,1,-18.1862,2726.549298763275,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,46,1,4,1,-15.6112,2730.498292684555,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,46,1,3,1,-16.8006,2732.6955552101135,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,49,1,4,1,-12.2505,2738.1018946170807,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,50,1,4,1,-15.6112,2788.361008167267,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,51,4,3,1,-12.0004,2807.681941986084,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,53,1,4,1,-11.5298,2808.199430704117,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,50,1,3,1,-18.0007,2812.489516019821,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,41,1,3,1,-19.6007,2863.4957883358,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,48,1,3,1,-13.2636,2873.0666892528534,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,52,4,4,2,-6.10403,2874.3046333789825,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,44,1,3,1,-18.5691,2878.856411933899,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,47,1,3,1,-22.6162,2920.906171798706,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,42,1,3,1,-12.6911,2936.8736143112183,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,40,1,3,1,-16.3339,2939.6089012622833,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,45,1,3,1,-16.1841,2942.221973180771,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,46,2,3,1,-10.0804,2978.666115760803,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,46,1,2,1,-13.5697,2998.4393031597137,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,47,4,3,1,-11.3081,3001.801771879196,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,41,4,3,1,-11.2361,3007.0417699813843,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,47,1,2,1,-13.8903,3038.2771286964417,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,58,1,3,1,-14.0005,3061.7847814559937,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,49,1,3,1,-21.7786,3066.003432035446,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,51,1,3,1,-18.0007,3070.817793607712,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,49,1,2,1,-21.513,3098.644003391266,polaris-gpu,64,64,4,True,2,4
